Battery state of charge,Solar generation,Load demand,Grid import,Grid export,Unmet load,Revenue from exported energy,Cost of imported energy,Daily solar generation,Daily revenue,Daily import,Daily export,Daily cost,Daily unmet load (count),Daily load,Inverter status
95.68653084302655,0.0,0.5240865025722752,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240865025722752,False
92.30970901712222,0.0,0.41028385184737676,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934370354419652,False
89.01752794716337,0.0,0.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3343703544196521,False
73.37966786485885,0.0,1.9,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.234370354419652,False
57.74180778255432,0.0,1.9,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1343703544196515,False
54.44962671259547,0.0,0.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.534370354419652,False
50.745075912685294,0.0,0.450102922189086,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.984473276608738,False
50.10089871077846,0.32173246996831933,0.4,0.0,0.0,False,0.0,0.0,0.32173246996831933,0.0,0.0,0.0,0.0,0.0,6.384473276608738,False
50.44124780414939,0.47321699573468035,0.4221646317290407,0.0,0.005105236400563963,False,0.0025526182002819815,0.0,0.7949494657029996,0.0025526182002819815,0.0,0.005105236400563963,0.0,0.0,6.8066379083377795,False
52.79789809527743,0.7534975436692058,0.4,0.0,0.03534975436692056,False,0.01767487718346028,0.0,1.5484470093722056,0.020227495383742262,0.0,0.040454990767484524,0.0,0.0,7.20663790833778,False
53.43485716210822,1.6955438600246184,1.6,0.0,0.009554386002461834,False,0.004777193001230917,0.0,3.243990869396824,0.02500468838497318,0.0,0.05000937676994636,0.0,0.0,8.80663790833778,False
46.98936992588703,1.0429935047481647,1.8261202039490392,0.0,0.0,False,0.0,0.0,4.286984374144989,0.02500468838497318,0.0,0.05000937676994636,0.0,0.0,10.632758112286819,False
45.52069492264406,0.4465706000080498,0.6250146129020707,0.0,0.0,False,0.0,0.0,4.733554974153039,0.02500468838497318,0.0,0.05000937676994636,0.0,0.0,11.25777272518889,False
53.88743456246857,1.7647724821004753,0.5097615361267995,0.0,0.12550109459736758,False,0.06275054729868379,0.0,6.498327456253515,0.08775523568365697,0.0,0.17551047136731393,0.0,0.0,11.767534261315689,False
54.24921201921595,0.4542666185121078,0.4,0.0,0.005426661851210775,False,0.0027133309256053874,0.0,6.9525940747656225,0.09046856660926235,0.0,0.1809371332185247,0.0,0.0,12.167534261315689,False
57.83217638930094,0.9820665717594891,0.4446219162467415,0.0,0.05374446555127477,False,0.026872232775637384,0.0,7.934660646525112,0.11734079938489973,0.0,0.23468159876979947,0.0,0.0,12.612156177562431,False
64.99276518254305,1.4740883189863174,0.4,0.0,0.10740883189863171,False,0.053704415949315853,0.0,9.408748965511428,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,13.012156177562431,False
63.19564442866855,0.2639082964994671,0.4822584680952191,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,13.49441464565765,False
59.90346335870971,2.7352845697092693e-16,0.4,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,13.894414645657651,False
44.97644513676509,0.0,1.8136327139662702,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,15.708047359623922,False
41.1813457772368,0.0,0.4611045721826873,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,16.16915193180661,False
30.0628199410566,0.0,1.3509008890958945,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,17.520052820902503,False
26.770638871097752,0.0,0.4,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,17.9200528209025,False
22.789695567455862,0.0,0.48368461139248975,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,18.403737432294992,False
18.852872901540497,0.0,0.47832395390871685,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,18.88206138620371,False
14.699319303241104,0.0,0.5046567621933763,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,19.386718148397087,False
9.425320727013382,0.0,0.6407908270116681,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,20.027508975408754,False
6.133139657054533,0.0,0.4,0.0,0.0,False,0.0,0.0,9.672657262010896,0.17104521533421557,0.0,0.34209043066843114,0.0,0.0,20.427508975408752,False
5.0,0.0,0.4,0.24702614629763803,0.0,False,0.0,0.18526960972322853,9.672657262010896,-0.014224394389012962,0.24702614629763803,0.34209043066843114,0.18526960972322853,0.0,20.82750897540875,False
5.0,0.0,0.4,0.4,0.0,False,0.0,0.30000000000000004,9.672657262010896,-0.314224394389013,0.6470261462976381,0.34209043066843114,0.4852696097232286,0.0,21.22750897540875,False
