Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,139654,-,-,-,37.89,-122.26,0,159,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),,,,,,,,,,,,,,,,
2006,3,14,11,0,8.3,0.67,0.156,0.66,0,0,0,0,4,7.5,0,0,0,0,0.289,94.53,128.82,0.96,0.12,999,1.5,234,3.3,0,0,,,,,,,,,,,,,,,,
2006,3,14,11,30,8.1,0.67,0.156,0.66,0,0,0,0,4,7.5,0,0,0,0,0.289,95.82,123.71,0.96,0.12,999,1.5,235,3,0,0,,,,,,,,,,,,,,,,
2006,3,14,12,0,7.9,0.65,0.154,0.66,0,0,0,0,4,7,0,0,0,0,0.29,93.82,118.29,0.96,0.12,999,1.4,236,2.8,0,0,,,,,,,,,,,,,,,,
2006,3,14,12,30,7.6,0.65,0.154,0.66,0,0,0,0,4,7,0,0,0,0,0.292,95.75,112.66,0.96,0.12,999,1.4,238,2.6,0,0,,,,,,,,,,,,,,,,
2006,3,14,13,0,7.4,0.61,0.141,0.66,0,0,0,0,4,6.5,0,0,0,0,0.294,93.91,106.89,0.96,0.12,999,1.3,240,2.5,0,0,,,,,,,,,,,,,,,,
2006,3,14,13,30,7.3,0.61,0.141,0.66,0,0,0,0,4,6.5,0,0,0,0,0.298,94.55,101.02,0.96,0.12,999,1.3,241,2.4,0,0,,,,,,,,,,,,,,,,
2006,3,14,14,0,7.1,0.56,0.125,0.66,0,0,0,0,8,6.2,0,0,0,0,0.302,94.09,95.1,0.96,0.12,999,1.3,242,2.2,0,0,,,,,,,,,,,,,,,,
2006,3,14,14,30,7.6,0.56,0.125,0.66,12,25,12,7,7,6.2,2,0,7,2,0.307,90.94,88.8,0.96,0.12,999,1.3,243,2.4,0,0,,,,,,,,,,,,,,,,
2006,3,14,15,0,8.1,0.55,0.114,0.66,44,295,79,7,4,7,24,0,7,24,0.312,92.48,83.16,0.96,0.12,1000,1.2,245,2.5,0,0,,,,,,,,,,,,,,,,
2006,3,14,15,30,8.4,0.55,0.114,0.66,67,491,174,0,0,7,67,491,0,174,0.316,90.62,77.4,0.96,0.12,1000,1.2,247,2.7,8.3542,6.3919,,,,,,,,,,,,,,,,
2006,3,14,16,0,8.7,0.54,0.106,0.66,80,630,278,0,1,7,80,630,0,278,0.32,88.78,71.72,0.96,0.12,1000,1.2,250,2.9,14.01,10.8242,,,,,,,,,,,,,,,,
2006,3,14,16,30,8.9,0.54,0.106,0.66,91,714,380,0,1,7,91,714,0,380,0.322,87.59,66.2,0.96,0.12,1000,1.2,252,3,20.0847,15.617,,,,,,,,,,,,,,,,
2006,3,14,17,0,9.1,0.54,0.102,0.66,98,779,478,0,4,6.4,87,0,0,87,0.325,83.41,60.9,0.96,0.12,1000,1.2,253,3.1,4.7706,3.7241,,,,,,,,,,,,,,,,
2006,3,14,17,30,9.4,0.54,0.102,0.66,105,823,566,0,1,6.4,105,823,0,566,0.325,81.74,55.93,0.96,0.12,1000,1.2,252,3.1,31.8891,24.9557,,,,,,,,,,,,,,,,
2006,3,14,18,0,9.7,0.52,0.105,0.66,112,850,643,0,4,5.7,369,148,0,462,0.326,76.22,51.38,0.96,0.12,1000,1.2,251,3.1,26.5507,20.8121,,,,,,,,,,,,,,,,
2006,3,14,18,30,10.2,0.52,0.105,0.66,117,877,710,0,8,5.7,329,76,0,380,0.326,73.71,47.38,0.96,0.12,1000,1.1,250,3.2,22.1527,17.3839,,,,,,,,,,,,,,,,
2006,3,14,19,0,10.6,0.53,0.107,0.66,120,891,760,0,0,5.2,120,891,0,760,0.326,69.13,44.12,0.96,0.12,1000,1.1,249,3.2,44.7456,35.1385,,,,,,,,,,,,,,,,
2006,3,14,19,30,10.9,0.53,0.107,0.66,122,902,795,0,0,5.2,122,902,0,795,0.326,67.77,41.75,0.96,0.12,1000,1.1,249,3.3,47.1036,37.0067,,,,,,,,,,,,,,,,
2006,3,14,20,0,11.2,0.55,0.115,0.66,127,900,812,0,0,4.7,127,900,0,812,0.326,64.29,40.44,0.96,0.12,1000,1.1,248,3.4,48.2663,37.9286,,,,,,,,,,,,,,,,
2006,3,14,20,30,11.3,0.55,0.115,0.66,128,900,814,0,1,4.7,128,900,0,814,0.326,63.86,40.31,0.96,0.12,1000,1.1,247,3.4,48.4001,38.0346,,,,,,,,,,,,,,,,
2006,3,14,21,0,11.4,0.6,0.103,0.66,120,909,802,0,2,4.4,407,331,0,656,0.327,61.91,41.35,0.96,0.12,1000,1.1,246,3.5,38.907,30.5692,,,,,,,,,,,,,,,,
2006,3,14,21,30,11.3,0.6,0.103,0.66,118,900,771,0,0,4.3,118,900,0,771,0.329,62.25,43.5,0.96,0.12,999,1.1,244,3.4,45.4714,35.7129,,,,,,,,,,,,,,,,
2006,3,14,22,0,11.3,0.59,0.101,0.66,114,887,724,0,0,4.2,114,887,0,724,0.332,61.77,46.58,0.96,0.12,999,1.1,242,3.4,42.315,33.2121,,,,,,,,,,,,,,,,
2006,3,14,22,30,11.2,0.59,0.101,0.66,111,865,662,0,0,4.2,111,865,0,662,0.336,62.18,50.42,0.96,0.12,999,1.1,239,3.4,38.1845,29.9401,,,,,,,,,,,,,,,,
2006,3,14,23,0,11,0.54,0.089,0.66,101,849,589,0,0,4.5,101,849,0,589,0.339,64.12,54.85,0.96,0.12,999,1.1,236,3.3,33.3543,26.1138,,,,,,,,,,,,,,,,
2006,3,14,23,30,10.9,0.54,0.089,0.66,94,807,501,0,1,4.5,94,807,0,501,0.34,64.55,59.74,0.96,0.12,999,1.2,233,3.2,27.6626,21.6086,,,,,,,,,,,,,,,,
2006,3,15,0,0,10.7,0.47,0.082,0.66,85,761,406,0,7,5,163,425,0,342,0.341,67.7,64.97,0.96,0.12,999,1.2,230,3.1,18.2458,14.2024,,,,,,,,,,,,,,,,
2006,3,15,0,30,10,0.47,0.082,0.66,75,686,305,0,7,5,150,36,0,161,0.339,70.93,70.44,0.97,0.12,999,1.2,227,2.7,8.2096,6.3539,,,,,,,,,,,,,,,,
2006,3,15,1,0,9.4,0.41,0.086,0.66,65,565,200,0,7,6,71,4,0,72,0.336,79.44,76.09,0.97,0.12,999,1.2,224,2.4,3.4889,2.6759,,,,,,,,,,,,,,,,
2006,3,15,1,30,8.6,0.41,0.086,0.66,47,390,102,7,7,6,23,0,7,23,0.335,83.83,81.83,0.97,0.12,999,1.2,221,2.3,0,0,,,,,,,,,,,,,,,,
2006,3,15,2,0,7.8,0.35,0.104,0.66,20,82,24,7,7,6,11,0,7,11,0.334,88.13,87.54,0.98,0.12,999,1.2,218,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,15,2,30,7.6,0.35,0.104,0.66,0,0,0,0,7,6,0,0,0,0,0.335,89.34,93.72,0.98,0.12,999,1.2,214,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,15,3,0,7.5,0.32,0.127,0.66,0,0,0,0,7,6.1,0,0,0,0,0.337,91.13,99.63,0.98,0.12,999,1.2,210,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,15,3,30,7.3,0.32,0.127,0.66,0,0,0,0,4,6.2,0,0,0,0,0.338,92.47,105.5,0.98,0.12,1000,1.2,206,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,4,0,7.2,0.3,0.14,0.66,0,0,0,0,4,6.4,0,0,0,0,0.339,94.85,111.28,0.98,0.12,1000,1.2,202,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,4,30,7.1,0.3,0.14,0.66,0,0,0,0,0,6.4,0,0,0,0,0.339,95.5,116.93,0.98,0.12,1000,1.2,202,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,5,0,7.1,0.29,0.143,0.66,0,0,0,0,0,6.6,0,0,0,0,0.339,96.76,122.38,0.98,0.12,1000,1.2,201,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,15,5,30,7.1,0.29,0.143,0.66,0,0,0,0,0,6.6,0,0,0,0,0.339,96.86,127.54,0.98,0.12,1001,1.2,204,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,6,0,7.1,0.32,0.136,0.66,0,0,0,0,1,6.7,0,0,0,0,0.339,97.29,132.31,0.98,0.12,1001,1.2,207,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,6,30,7.1,0.32,0.136,0.66,0,0,0,0,1,6.7,0,0,0,0,0.336,97.29,136.54,0.97,0.12,1001,1.2,211,2,0,0,,,,,,,,,,,,,,,,
2006,3,15,7,0,7.1,0.43,0.132,0.66,0,0,0,0,1,6.6,0,0,0,0,0.333,96.96,140.04,0.97,0.12,1001,1.2,216,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,15,7,30,7,0.43,0.132,0.66,0,0,0,0,4,6.6,0,0,0,0,0.329,97.62,142.61,0.97,0.12,1001,1.2,216,1.8,0,0,,,,,,,,,,,,,,,,
2006,3,15,8,0,6.9,0.53,0.127,0.66,0,0,0,0,4,6.5,0,0,0,0,0.325,97.45,144.02,0.97,0.12,1001,1.2,215,1.7,0,0,,,,,,,,,,,,,,,,
2006,3,15,8,30,6.8,0.53,0.127,0.66,0,0,0,1,4,6.5,0,0,1,0,0.321,98.12,144.15,0.96,0.12,1001,1.2,217,1.7,0,0,,,,,,,,,,,,,,,,
2006,3,15,9,0,6.7,0.55,0.107,0.66,0,0,0,1,4,6.4,0,0,1,0,0.318,97.76,142.97,0.96,0.12,1002,1.2,219,1.6,0,0,,,,,,,,,,,,,,,,
2006,3,15,9,30,6.5,0.55,0.107,0.66,0,0,0,1,4,6.4,0,0,1,0,0.316,99.11,140.61,0.96,0.12,1002,1.2,222,1.6,0,0,,,,,,,,,,,,,,,,
2006,3,15,10,0,6.4,0.63,0.098,0.66,0,0,0,1,1,6.1,0,0,1,0,0.314,98.01,137.27,0.95,0.12,1002,1.2,225,1.6,0,0,,,,,,,,,,,,,,,,
2006,3,15,10,30,6.4,0.63,0.098,0.66,0,0,0,1,1,6.1,0,0,1,0,0.312,98.01,133.16,0.95,0.12,1002,1.2,229,1.6,0,0,,,,,,,,,,,,,,,,
2006,3,15,11,0,6.3,0.69,0.093,0.66,0,0,0,0,1,5.9,0,0,0,0,0.31,97.29,128.48,0.95,0.12,1002,1.2,232,1.5,0,0,,,,,,,,,,,,,,,,
2006,3,15,11,30,6.4,0.69,0.093,0.66,0,0,0,0,4,5.9,0,0,0,0,0.309,96.62,123.38,0.95,0.12,1002,1.2,234,1.5,0,0,,,,,,,,,,,,,,,,
2006,3,15,12,0,6.4,0.75,0.09,0.66,0,0,0,0,1,5.8,0,0,0,0,0.308,95.99,117.97,0.95,0.12,1002,1.2,236,1.4,0,0,,,,,,,,,,,,,,,,
2006,3,15,12,30,6.4,0.75,0.09,0.66,0,0,0,0,1,5.8,0,0,0,0,0.308,96.08,112.35,0.95,0.12,1003,1.2,238,1.4,0,0,,,,,,,,,,,,,,,,
2006,3,15,13,0,6.5,0.8,0.095,0.66,0,0,0,0,7,5.7,0,0,0,0,0.308,94.63,106.58,0.95,0.12,1003,1.2,239,1.3,0,0,,,,,,,,,,,,,,,,
2006,3,15,13,30,6.6,0.8,0.095,0.66,0,0,0,0,7,5.7,0,0,0,0,0.309,93.98,100.72,0.95,0.12,1003,1.2,234,1.2,0,0,,,,,,,,,,,,,,,,
2006,3,15,14,0,6.8,0.8,0.094,0.66,0,0,0,0,7,5.8,0,0,0,0,0.31,93.34,94.81,0.94,0.12,1003,1.2,230,1.2,0,0,,,,,,,,,,,,,,,,
2006,3,15,14,30,7.6,0.8,0.094,0.66,13,72,15,7,7,5.8,7,0,7,7,0.311,88.47,88.53,0.94,0.12,1004,1.2,229,1.2,0,0,,,,,,,,,,,,,,,,
2006,3,15,15,0,8.4,0.84,0.085,0.66,40,378,87,7,7,7,43,4,7,44,0.312,91.17,82.87,0.94,0.12,1004,1.2,227,1.2,0,0,,,,,,,,,,,,,,,,
2006,3,15,15,30,9.1,0.84,0.085,0.66,58,563,184,0,4,7,31,0,0,31,0.312,86.97,77.09,0.93,0.12,1004,1.2,230,1.4,1.4913,1.1417,,,,,,,,,,,,,,,,
2006,3,15,16,0,9.8,0.87,0.078,0.66,69,690,289,0,4,7,82,0,0,82,0.312,82.47,71.41,0.93,0.12,1005,1.2,234,1.5,4.1443,3.2033,,,,,,,,,,,,,,,,
2006,3,15,16,30,10.2,0.87,0.078,0.66,78,767,392,0,4,7,185,14,0,191,0.311,80.3,65.87,0.93,0.12,1005,1.2,232,1.6,10.121,7.872,,,,,,,,,,,,,,,,
2006,3,15,17,0,10.7,0.88,0.077,0.66,85,823,489,0,4,6.2,232,26,0,245,0.31,73.84,60.57,0.92,0.12,1005,1.2,231,1.6,13.4614,10.5104,,,,,,,,,,,,,,,,
2006,3,15,17,30,11.2,0.88,0.077,0.66,90,862,578,0,4,6.2,267,22,0,280,0.31,71.43,55.58,0.92,0.12,1005,1.2,231,1.8,15.802,12.3681,,,,,,,,,,,,,,,,
2006,3,15,18,0,11.7,0.92,0.074,0.66,93,894,656,0,4,5.6,318,39,0,343,0.31,66.39,51.01,0.92,0.12,1005,1.2,231,1.9,19.7402,15.4754,,,,,,,,,,,,,,,,
2006,3,15,18,30,12.1,0.92,0.074,0.66,97,915,720,0,4,5.6,168,0,0,168,0.311,64.67,47.01,0.92,0.12,1005,1.2,231,2,9.8056,7.6954,,,,,,,,,,,,,,,,
2006,3,15,19,0,12.4,0.95,0.076,0.66,100,927,770,0,4,5.5,340,14,0,350,0.312,62.57,43.72,0.92,0.12,1005,1.2,231,2.1,20.6295,16.2016,,,,,,,,,,,,,,,,
2006,3,15,19,30,12.7,0.95,0.076,0.66,102,937,805,0,4,5.5,92,0,0,92,0.313,61.35,41.35,0.92,0.12,1005,1.2,230,2.2,5.4565,4.2871,,,,,,,,,,,,,,,,
2006,3,15,20,0,12.9,0.99,0.075,0.66,102,943,824,0,2,5.4,429,264,0,632,0.313,60.41,40.04,0.92,0.12,1005,1.2,230,2.3,37.6025,29.5507,,,,,,,,,,,,,,,,
2006,3,15,20,30,12.9,0.99,0.075,0.66,102,943,825,0,2,5.4,431,263,0,632,0.314,60.41,39.92,0.92,0.12,1005,1.2,230,2.5,37.613,29.5596,,,,,,,,,,,,,,,,
2006,3,15,21,0,13,1.02,0.074,0.66,101,941,811,0,1,5.3,101,941,0,811,0.314,59.7,40.98,0.92,0.12,1005,1.2,231,2.6,48.1439,37.829,,,,,,,,,,,,,,,,
2006,3,15,21,30,12.9,1.02,0.074,0.66,99,932,779,0,0,5.3,99,932,0,779,0.313,60.09,43.15,0.92,0.12,1005,1.2,231,2.8,45.987,36.1202,,,,,,,,,,,,,,,,
2006,3,15,22,0,12.8,1.04,0.069,0.66,94,924,734,0,0,5.3,94,924,0,734,0.313,60.13,46.26,0.92,0.12,1005,1.2,231,2.9,42.9424,33.707,,,,,,,,,,,,,,,,
2006,3,15,22,30,12.5,1.04,0.069,0.66,91,906,672,0,0,5.2,91,906,0,672,0.312,61.26,50.13,0.92,0.12,1004,1.2,232,3,38.8031,30.4278,,,,,,,,,,,,,,,,
2006,3,15,23,0,12.2,1.05,0.064,0.66,85,885,598,0,0,5.2,85,885,0,598,0.312,62.34,54.59,0.92,0.12,1004,1.2,233,3.1,33.9043,26.547,,,,,,,,,,,,,,,,
2006,3,15,23,30,11.8,1.05,0.064,0.66,80,850,512,0,0,5.2,80,850,0,512,0.312,64.06,59.5,0.92,0.12,1005,1.2,234,3.1,28.3091,22.1164,,,,,,,,,,,,,,,,
2006,3,16,0,0,11.3,1.03,0.064,0.66,74,802,416,0,0,5.4,74,802,0,416,0.312,66.94,64.74,0.92,0.12,1005,1.2,235,3.1,22.2313,17.3079,,,,,,,,,,,,,,,,
2006,3,16,0,30,10.5,1.03,0.064,0.66,66,734,314,0,0,5.4,66,734,0,314,0.312,70.59,70.23,0.93,0.12,1005,1.2,235,2.7,16.0417,12.4189,,,,,,,,,,,,,,,,
2006,3,16,1,0,9.7,1,0.071,0.66,57,620,208,0,0,6,57,620,0,208,0.313,77.84,75.89,0.93,0.12,1005,1.2,236,2.4,10.0952,7.7457,,,,,,,,,,,,,,,,
2006,3,16,1,30,8.7,1,0.071,0.66,42,460,108,0,4,6,67,1,0,67,0.313,83.25,81.64,0.93,0.12,1005,1.2,234,2.2,0,0,,,,,,,,,,,,,,,,
2006,3,16,2,0,7.6,0.98,0.083,0.66,19,166,27,0,1,6.2,19,166,0,27,0.314,90.81,87.37,0.94,0.12,1005,1.2,232,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,2,30,7.4,0.98,0.083,0.66,0,0,0,0,2,6.2,0,0,0,0,0.314,92.05,93.54,0.94,0.12,1005,1.2,228,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,3,0,7.3,1.01,0.09,0.66,0,0,0,0,7,6.4,0,0,0,0,0.314,94.08,99.44,0.94,0.12,1005,1.2,224,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,3,30,7.4,1.01,0.09,0.66,0,0,0,0,7,6.4,0,0,0,0,0.314,93.53,105.31,0.94,0.12,1006,1.2,219,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,4,0,7.5,1.04,0.097,0.66,0,0,0,0,7,6.7,0,0,0,0,0.314,94.53,111.08,0.94,0.12,1006,1.2,214,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,4,30,7.5,1.04,0.097,0.66,0,0,0,0,7,6.7,0,0,0,0,0.315,94.53,116.72,0.95,0.12,1006,1.3,210,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,5,0,7.6,1.04,0.107,0.66,0,0,0,0,7,6.9,0,0,0,0,0.315,95.14,122.15,0.95,0.12,1006,1.3,205,1.9,0,0,,,,,,,,,,,,,,,,
2006,3,16,5,30,7.7,1.04,0.107,0.66,0,0,0,0,7,6.9,0,0,0,0,0.316,94.4,127.3,0.95,0.12,1005,1.3,201,2,0,0,,,,,,,,,,,,,,,,
2006,3,16,6,0,7.8,1.03,0.124,0.66,0,0,0,0,7,7,0,0,0,0,0.317,94.99,132.04,0.95,0.12,1005,1.4,197,2,0,0,,,,,,,,,,,,,,,,
2006,3,16,6,30,7.8,1.03,0.124,0.66,0,0,0,0,7,7,0,0,0,0,0.317,94.99,136.24,0.95,0.12,1005,1.5,194,2,0,0,,,,,,,,,,,,,,,,
2006,3,16,7,0,7.8,1.02,0.137,0.66,0,0,0,0,7,7.2,0,0,0,0,0.317,96.07,139.71,0.96,0.12,1005,1.5,191,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,16,7,30,7.9,1.02,0.137,0.66,0,0,0,0,7,7.2,0,0,0,0,0.318,95.33,142.25,0.96,0.12,1004,1.6,189,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,16,8,0,7.9,1,0.138,0.66,0,0,0,0,7,7.3,0,0,0,0,0.318,96.24,143.63,0.96,0.12,1004,1.7,186,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,16,8,30,7.9,1,0.138,0.66,0,0,0,1,7,7.3,0,0,1,0,0.319,96.24,143.75,0.96,0.12,1004,1.7,186,2.1,0,0,,,,,,,,,,,,,,,,
2006,3,16,9,0,7.9,0.97,0.134,0.66,0,0,0,1,7,7.4,0,0,1,0,0.32,96.58,142.57,0.95,0.12,1004,1.7,186,2.2,0,0,,,,,,,,,,,,,,,,
2006,3,16,9,30,7.8,0.97,0.134,0.66,0,0,0,1,7,7.4,0,0,1,0,0.321,97.24,140.22,0.95,0.12,1004,1.7,186,2.2,0,0,,,,,,,,,,,,,,,,
2006,3,16,10,0,7.7,0.94,0.129,0.66,0,0,0,1,7,7.4,0,0,1,0,0.323,98.03,136.89,0.95,0.12,1004,1.7,186,2.2,0,0,,,,,,,,,,,,,,,,
2006,3,16,10,30,7.8,0.94,0.129,0.66,0,0,0,1,7,7.4,0,0,1,0,0.326,97.26,132.8,0.96,0.12,1003,1.7,187,2.3,0,0,,,,,,,,,,,,,,,,
2006,3,16,11,0,7.9,0.91,0.126,0.66,0,0,0,0,7,7.5,0,0,0,0,0.329,97.39,128.13,0.96,0.12,1003,1.7,188,2.4,0,0,,,,,,,,,,,,,,,,
2006,3,16,11,30,8,0.91,0.126,0.66,0,0,0,0,7,7.5,0,0,0,0,0.332,96.73,123.05,0.96,0.12,1003,1.7,189,2.4,0,0,,,,,,,,,,,,,,,,
2006,3,16,12,0,8,0.9,0.127,0.66,0,0,0,0,7,7.7,0,0,0,0,0.335,98.03,117.65,0.96,0.12,1003,1.7,190,2.5,0,0,,,,,,,,,,,,,,,,
2006,3,16,12,30,8.1,0.9,0.127,0.66,0,0,0,0,7,7.7,0,0,0,0,0.337,97.37,112.04,0.96,0.12,1003,1.7,189,2.5,0,0,,,,,,,,,,,,,,,,
2006,3,16,13,0,8.2,0.9,0.125,0.66,0,0,0,0,7,7.9,0,0,0,0,0.339,97.93,106.28,0.96,0.12,1003,1.7,189,2.4,0,0,,,,,,,,,,,,,,,,
2006,3,16,13,30,8.3,0.9,0.125,0.66,0,0,0,0,7,7.9,0,0,0,0,0.34,97.27,100.42,0.96,0.12,1003,1.7,189,2.5,0,0,,,,,,,,,,,,,,,,
2006,3,16,14,0,8.4,0.9,0.122,0.66,0,0,0,0,7,8,0,0,0,0,0.34,97.54,94.51,0.96,0.12,1003,1.7,189,2.6,0,0,,,,,,,,,,,,,,,,
2006,3,16,14,30,8.8,0.9,0.122,0.66,14,63,16,7,7,8,5,0,7,5,0.341,94.94,88.26,0.95,0.12,1003,1.7,188,2.8,0,0,,,,,,,,,,,,,,,,
2006,3,16,15,0,9.2,0.91,0.119,0.66,45,324,86,7,7,8.5,21,0,7,21,0.342,95.09,82.57,0.95,0.12,1003,1.7,187,3,0,0,,,,,,,,,,,,,,,,
2006,3,16,15,30,9.5,0.91,0.119,0.66,66,503,181,0,7,8.5,43,1,0,43,0.343,93.2,76.79,0.95,0.12,1003,1.7,187,3.2,2.0728,1.5877,,,,,,,,,,,,,,,,
2006,3,16,16,0,9.8,0.91,0.115,0.66,80,626,283,0,7,8.8,139,25,0,147,0.343,93.51,71.09,0.95,0.12,1003,1.7,187,3.3,7.4514,5.7621,,,,,,,,,,,,,,,,
2006,3,16,16,30,10.2,0.91,0.115,0.66,91,709,385,0,7,8.8,31,0,0,31,0.343,91.05,65.55,0.95,0.12,1003,1.6,187,3.5,1.6467,1.2811,,,,,,,,,,,,,,,,
2006,3,16,17,0,10.6,0.9,0.107,0.66,97,775,482,0,8,9,235,55,0,262,0.343,89.71,60.23,0.95,0.12,1003,1.6,188,3.6,14.4248,11.2648,,,,,,,,,,,,,,,,
2006,3,16,17,30,11,0.9,0.107,0.66,104,817,570,0,7,9,260,122,0,329,0.343,87.36,55.23,0.95,0.12,1003,1.6,190,3.8,18.5981,14.5586,,,,,,,,,,,,,,,,
2006,3,16,18,0,11.4,0.89,0.093,0.66,103,861,649,0,7,8.9,253,362,0,483,0.344,84.43,50.65,0.95,0.12,1003,1.6,193,3.9,27.8356,21.8242,,,,,,,,,,,,,,,,
2006,3,16,18,30,11.8,0.89,0.093,0.66,106,883,712,0,8,8.9,309,171,0,427,0.345,82.23,46.63,0.94,0.12,1003,1.6,194,4,24.9526,19.5845,,,,,,,,,,,,,,,,
2006,3,16,19,0,12.2,0.85,0.08,0.66,103,910,764,0,8,8.7,346,187,0,482,0.347,79.35,43.33,0.94,0.12,1003,1.6,196,4.1,28.4402,22.3374,,,,,,,,,,,,,,,,
2006,3,16,19,30,12.5,0.85,0.08,0.66,105,919,799,0,4,8.7,431,166,0,557,0.347,77.72,40.95,0.94,0.12,1002,1.6,197,4.2,33.0679,25.9833,,,,,,,,,,,,,,,,
2006,3,16,20,0,12.7,0.82,0.071,0.66,101,932,819,0,3,8.7,434,219,0,602,0.347,76.53,39.64,0.94,0.12,1002,1.6,199,4.3,35.8509,28.176,,,,,,,,,,,,,,,,
2006,3,16,20,30,12.7,0.82,0.071,0.66,101,932,820,0,4,8.7,391,96,0,465,0.347,76.53,39.53,0.94,0.12,1002,1.6,200,4.3,27.6992,21.7697,,,,,,,,,,,,,,,,
2006,3,16,21,0,12.7,0.82,0.073,0.66,101,927,805,0,4,8.7,219,0,0,219,0.347,76.57,40.62,0.94,0.12,1002,1.6,202,4.4,13.012,10.2248,,,,,,,,,,,,,,,,
2006,3,16,21,30,12.6,0.82,0.073,0.66,100,918,774,0,4,8.7,253,1,0,253,0.347,76.99,42.81,0.94,0.12,1001,1.6,203,4.5,14.949,11.7424,,,,,,,,,,,,,,,,
2006,3,16,22,0,12.6,0.82,0.072,0.66,98,906,727,0,4,8.8,318,13,0,326,0.348,77.63,45.95,0.95,0.12,1001,1.6,205,4.5,19.0907,14.986,,,,,,,,,,,,,,,,
2006,3,16,22,30,12.4,0.82,0.072,0.66,94,887,666,0,4,8.8,120,0,0,120,0.349,78.65,49.84,0.95,0.12,1001,1.6,206,4.4,6.9365,5.4398,,,,,,,,,,,,,,,,
2006,3,16,23,0,12.2,0.8,0.072,0.66,90,857,590,0,4,9,331,112,0,397,0.35,80.76,54.33,0.95,0.12,1000,1.7,208,4.3,22.5348,17.6464,,,,,,,,,,,,,,,,
2006,3,16,23,30,11.9,0.8,0.072,0.66,85,821,504,0,4,9,113,0,0,113,0.352,82.37,59.26,0.95,0.12,1000,1.7,208,4,6.2564,4.8885,,,,,,,,,,,,,,,,
2006,3,17,0,0,11.6,0.8,0.08,0.66,81,760,408,0,4,9.3,165,4,0,167,0.354,86.03,64.52,0.95,0.12,1000,1.7,209,3.7,8.9389,6.9605,,,,,,,,,,,,,,,,
2006,3,17,0,30,11.3,0.8,0.08,0.66,72,690,308,0,4,9.3,160,12,0,164,0.356,87.75,70.02,0.95,0.12,1000,1.7,208,3.4,8.3943,6.5003,,,,,,,,,,,,,,,,
2006,3,17,1,0,10.9,0.79,0.085,0.66,62,577,204,0,7,9.6,125,148,0,161,0.359,91.46,75.69,0.96,0.12,1000,1.7,208,3.1,7.8269,6.0074,,,,,,,,,,,,,,,,
2006,3,17,1,30,10.5,0.79,0.085,0.66,45,414,106,0,7,9.6,34,1,0,34,0.362,93.92,81.46,0.96,0.12,1000,1.7,208,3,0,0,,,,,,,,,,,,,,,,
2006,3,17,2,0,10.1,0.79,0.096,0.66,20,136,27,7,7,9.4,12,0,7,12,0.365,95.22,87.19,0.96,0.12,1000,1.7,208,2.8,0,0,,,,,,,,,,,,,,,,
