timestamp,actual_power_mw,capacity_factor,DA_power_mw,HA4_power_mw,GHI,DNI,DHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,Solar Zenith Angle,Temperature,Relative Humidity,Wind Speed,clearsky_index,dni_clearsky_index,dhi_clearsky_index,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,cloud_type_0,cloud_type_1,cloud_type_2,cloud_type_3,cloud_type_4,cloud_type_5,cloud_type_6,cloud_type_7,cloud_type_8,cloud_type_9,cloud_type_10,cloud_type_11,cloud_type_12
2006-01-01 00:00,0,0,0,0,0,0,0,0,0,0,164.765,8.35,100,2.85,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01 01:00,0,0,0,0,0,0,0,0,0,0,159.845,8.15,100,2.9,0,0,0,0.25881905,0.96592583,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01 02:00,0,0,0,0,0,0,0,0,0,0,149.865,7.95,100,2.95,0,0,0,0.5,0.8660254,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-01 03:00,0,0,0,0,0,0,0,0,0,0,138.42,7.7,100,3.15,0,0,0,0.70710678,0.70710678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-01 04:00,0,0,0,0,0,0,0,0,0,0,126.625,7.75,99.99,3.7,0,0,0,0.8660254,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-01 05:00,0,0,0,0,0,0,0,0,0,0,114.885,8.05,95.975,4.3,0,0,0,0.96592583,0.25881905,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-01 06:00,0,0,0,0,0,0,0,0,0,0,103.45,8.55,92.9,4.55,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 07:00,0,0,0.8,0,0,0,0,0,0,0,92.35,9.55,91.065,5.65,0,0,0,0.96592583,-0.25881905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 08:00,0.15,0.00625,6.6,6.6,14,0,14,91,324,44.5,82.45,10.65,89.91,6.85,0.15384615,0,0.31460674,0.8660254,-0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 09:00,1.03333333,0.04305556,10.9,10.9,33,0,32.5,235.5,581.5,72,73.79,11.45,89.45,7.35,0.14012739,0,0.45138889,0.70710678,-0.70710678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 10:00,1.825,0.07604167,13.4,0.4,37.5,0,37,361,703.5,84,66.885,11.95,88.765,7.4,0.10387812,0,0.44047619,0.5,-0.8660254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-01-01 11:00,0.10833333,0.00451389,5.5,3.1,52,0.5,52,438.5,743,94.5,62.415,12.15,90.03,7.05,0.11858609,0.00067295,0.55026455,0.25881905,-0.96592583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 12:00,0.09166667,0.00381944,6.3,0.6,112,4,109.5,466.5,761,97,60.93,12.3,91.24,6.55,0.24008574,0.00525624,1.12886598,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 13:00,4.54166667,0.18923611,7,0,209.5,50.5,186,430,706.5,105.5,62.64,12.35,92.38,6.3,0.4872093,0.07147912,1.76303318,-0.25881905,-0.96592583,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-01 14:00,1.25833333,0.05243056,4,0.2,84,3.5,82.5,347.5,654,95,67.315,12.45,94.05,5.75,0.24172662,0.00535168,0.86842105,-0.5,-0.8660254,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-01 15:00,0,0,0,1.8,57.5,3,57,224.5,556.5,73,74.37,12.6,96.63,4.8,0.25612472,0.00539084,0.78082192,-0.70710678,-0.70710678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 16:00,0,0,0,0,11,0,11,83,321.5,40,83.13,12.45,98.9,3.9,0.13253012,0,0.275,-0.8660254,-0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 17:00,0,0,0,0,0,0,0,0,0,0,93.06,11.95,99.11,3.1,0,0,0,-0.96592583,-0.25881905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 18:00,0,0,0,0,0,0,0,0,0,0,104.27,11.35,98.87,2.75,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 19:00,0,0,0,0,0,0,0,0,0,0,115.725,10.7,97.415,2.5,0,0,0,-0.96592583,0.25881905,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-01 20:00,0,0,0,0,0,0,0,0,0,0,127.48,10.25,97.305,2.1,0,0,0,-0.8660254,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 21:00,0,0,0,0,0,0,0,0,0,0,139.265,9.95,98.42,2,0,0,0,-0.70710678,0.70710678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 22:00,0,0,0,0,0,0,0,0,0,0,150.645,9.85,98.54,2.15,0,0,0,-0.5,0.8660254,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-01 23:00,0,0,0,0,0,0,0,0,0,0,160.395,9.85,99.77,1.95,0,0,0,-0.25881905,0.96592583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 00:00,0,0,0,0,0,0,0,0,0,0,164.68,9.6,100,1.75,0,0,0,0,1,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 01:00,0,0,0,0,0,0,0,0,0,0,159.845,9.3,100,1.65,0,0,0,0.25881905,0.96592583,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 02:00,0,0,0,0,0,0,0,0,0,0,149.9,9.35,100,1.6,0,0,0,0.5,0.8660254,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 03:00,0,0,0,0,0,0,0,0,0,0,138.47,9.55,99.515,1.7,0,0,0,0.70710678,0.70710678,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 04:00,0,0,0,0,0,0,0,0,0,0,126.675,9.7,99.23,1.6,0,0,0,0.8660254,0.5,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 05:00,0,0,0,0,0,0,0,0,0,0,114.93,9.55,99.215,1.4,0,0,0,0.96592583,0.25881905,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 06:00,0,0,0,0,0,0,0,0,0,0,103.49,9.45,98.57,1.4,0,0,0,1,0,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 07:00,0,0,0,0,0,0,0,0,0,0,92.375,9.45,97.465,1.75,0,0,0,0.96592583,-0.25881905,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 08:00,1.19166667,0.04965278,1.6,1.6,10,0,10,98.5,450.5,35.5,82.465,9.7,96.795,2.3,0.10152284,0,0.28169014,0.8660254,-0.5,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 09:00,4.01666667,0.16736111,0.3,0.2,39.5,3,39,250.5,696,55.5,73.775,10,95.735,3.1,0.15768463,0.00431034,0.7027027,0.70710678,-0.70710678,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 10:00,1.575,0.065625,2.3,6.3,52.5,0.5,52.5,377,781.5,70,66.85,10.3,94.76,3.8,0.13925729,0.0006398,0.75,0.5,-0.8660254,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 11:00,0.50833333,0.02118056,3.3,4.5,60,0.5,59.5,459,818,79,62.35,10.5,92.51,4.15,0.13071895,0.00061125,0.75316456,0.25881905,-0.96592583,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 12:00,0.48333333,0.02013889,3.7,0.9,131,3.5,129,488.5,840,79,60.84,10.35,91.835,4.25,0.26816786,0.00416667,1.63291139,0,-1,0.01721336,0.99985184,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-02 13:00,0.75833333,0.03159722,4.9,0.2,106.5,3.5,105,456,814.5,80,62.535,10.1,92.75,4.35,0.23355263,0.00429711,1.3125,-0.25881905,-0.96592583,0.01721336,0.99985184,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-02 14:00,0.21666667,0.00902778,3.3,0.6,103,3,102,372,773.5,71.5,67.185,10.15,91.99,4.2,0.27688172,0.00387847,1.42657343,-0.5,-0.8660254,0.01721336,0.99985184,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-02 15:00,0.025,0.00104167,0,0.1,66.5,3.5,65.5,243.5,682.5,56.5,74.23,10.25,92.795,3.75,0.27310062,0.00512821,1.15929204,-0.70710678,-0.70710678,0.01721336,0.99985184,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-02 16:00,0,0,0,0,42,3.5,41.5,91,436,34.5,82.995,10.05,94.89,3.35,0.46153846,0.00802752,1.20289855,-0.8660254,-0.5,0.01721336,0.99985184,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-02 17:00,0,0,0,0,0,0,0,0,0,0,92.925,9.5,97.375,3.25,0,0,0,-0.96592583,-0.25881905,0.01721336,0.99985184,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-02 18:00,0,0,0,0,0,0,0,0,0,0,104.13,9.15,98.21,3.2,0,0,0,-1,0,0.01721336,0.99985184,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-02 19:00,0,0,0,0,0,0,0,0,0,0,115.585,8.95,97.7,3.2,0,0,0,-0.96592583,0.25881905,0.01721336,0.99985184,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-02 20:00,0,0,0,0,0,0,0,0,0,0,127.34,8.75,96.655,3.1,0,0,0,-0.8660254,0.5,0.01721336,0.99985184,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-02 21:00,0,0,0,0,0,0,0,0,0,0,139.125,8.35,96.315,2.7,0,0,0,-0.70710678,0.70710678,0.01721336,0.99985184,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-02 22:00,0,0,0,0,0,0,0,0,0,0,150.5,7.75,97.235,2.4,0,0,0,-0.5,0.8660254,0.01721336,0.99985184,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-02 23:00,0,0,0,0,0,0,0,0,0,0,160.255,7.35,97.07,2.15,0,0,0,-0.25881905,0.96592583,0.01721336,0.99985184,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 00:00,0,0,0,0,0,0,0,0,0,0,164.59,7.15,96.2,1.9,0,0,0,0,1,0.03442161,0.9994074,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 01:00,0,0,0,0,0,0,0,0,0,0,159.83,7.05,94.955,1.8,0,0,0,0.25881905,0.96592583,0.03442161,0.9994074,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 02:00,0,0,0,0,0,0,0,0,0,0,149.93,6.9,94.9,1.9,0,0,0,0.5,0.8660254,0.03442161,0.9994074,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 03:00,0,0,0,0,0,0,0,0,0,0,138.51,6.8,96.42,2.1,0,0,0,0.70710678,0.70710678,0.03442161,0.9994074,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 04:00,0,0,0,0,0,0,0,0,0,0,126.715,7,97.24,2.4,0,0,0,0.8660254,0.5,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-03 05:00,0,0,0,0,0,0,0,0,0,0,114.965,7.7,96.485,2.6,0,0,0,0.96592583,0.25881905,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-03 06:00,0,0,0,0,0,0,0,0,0,0,103.515,8.05,96.78,2.7,0,0,0,1,0,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 07:00,0,0,0.8,0,0,0,0,0,0,0,92.385,8.45,96.76,2.9,0,0,0,0.96592583,-0.25881905,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 08:00,0.01666667,0.00069444,6.5,6.5,9.5,0,9.5,98.5,429.5,39,82.46,9.15,95.76,3.2,0.0964467,0,0.24358974,0.8660254,-0.5,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 09:00,2.00833333,0.08368056,10.7,10.7,96.5,11.5,93.5,249.5,668.5,61.5,73.76,10.2,94.27,3.75,0.38677355,0.01720269,1.5203252,0.70710678,-0.70710678,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 10:00,1.21666667,0.05069444,13.5,0.3,114,4.5,112,376.5,766,74.5,66.805,11.45,90.855,4.35,0.30278884,0.00587467,1.5033557,0.5,-0.8660254,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 11:00,3.08333333,0.12847222,14.8,4.2,158.5,17.5,150.5,459.5,808.5,83,62.28,12.45,85.275,4.8,0.34494015,0.02164502,1.81325301,0.25881905,-0.96592583,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 12:00,5.16666667,0.21527778,13,2.2,136,4,134,484.5,809.5,89,60.74,12.8,81.59,4.9,0.28070175,0.00494132,1.50561798,0,-1,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 13:00,2.75,0.11458333,7.9,4.2,91.5,1,91,445.5,742.5,101.5,62.41,12.7,82.05,4.85,0.20538721,0.0013468,0.89655172,-0.25881905,-0.96592583,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 14:00,0.25833333,0.01076389,6.2,2.7,58.5,0.5,58,356,655,100,67.05,12.3,85.045,4.7,0.16432584,0.00076336,0.58,-0.5,-0.8660254,0.03442161,0.9994074,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-03 15:00,0,0,0.9,0.6,84.5,17,80.5,225.5,503.5,85.5,74.09,11.85,89.03,4.55,0.37472284,0.03376365,0.94152047,-0.70710678,-0.70710678,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-03 16:00,0,0,0,0,55,10.5,53,80.5,215,50,82.85,11.6,92.1,4.4,0.68322981,0.04883721,1.06,-0.8660254,-0.5,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-03 17:00,0,0,0,0,0,0,0,0,0,0,92.79,11.5,94.43,4.05,0,0,0,-0.96592583,-0.25881905,0.03442161,0.9994074,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-03 18:00,0,0,0,0,0,0,0,0,0,0,103.98,11.55,95.625,3.85,0,0,0,-1,0,0.03442161,0.9994074,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-03 19:00,0,0,0,0,0,0,0,0,0,0,115.445,11.65,96.14,3.7,0,0,0,-0.96592583,0.25881905,0.03442161,0.9994074,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-03 20:00,0,0,0,0,0,0,0,0,0,0,127.195,11.75,96.59,3.55,0,0,0,-0.8660254,0.5,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-03 21:00,0,0,0,0,0,0,0,0,0,0,138.98,11.8,97.14,3.3,0,0,0,-0.70710678,0.70710678,0.03442161,0.9994074,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-03 22:00,0,0,0,0,0,0,0,0,0,0,150.355,11.8,97.56,3.1,0,0,0,-0.5,0.8660254,0.03442161,0.9994074,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-03 23:00,0,0,0,0,0,0,0,0,0,0,160.115,11.75,97.695,3,0,0,0,-0.25881905,0.96592583,0.03442161,0.9994074,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 00:00,0,0,0,0,0,0,0,0,0,0,164.49,11.55,98.07,2.9,0,0,0,0,1,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 01:00,0,0,0,0,0,0,0,0,0,0,159.815,11.4,97.88,2.5,0,0,0,0.25881905,0.96592583,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 02:00,0,0,0,0,0,0,0,0,0,0,149.95,11.25,97.905,2.1,0,0,0,0.5,0.8660254,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 03:00,0,0,0,0,0,0,0,0,0,0,138.545,11.15,97.44,1.95,0,0,0,0.70710678,0.70710678,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 04:00,0,0,0,0,0,0,0,0,0,0,126.75,10.95,96.91,1.9,0,0,0,0.8660254,0.5,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 05:00,0,0,0,0,0,0,0,0,0,0,115,10.8,95.78,1.7,0,0,0,0.96592583,0.25881905,0.05161967,0.99866682,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-04 06:00,0,0,0,0,0,0,0,0,0,0,103.545,10.7,94.69,1.45,0,0,0,1,0,0.05161967,0.99866682,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-04 07:00,0.00833333,0.00034722,0.5,0.5,0,0,0,0,0,0,92.4,10.85,92.095,1.3,0,0,0,0.96592583,-0.25881905,0.05161967,0.99866682,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-01-04 08:00,2.575,0.10729167,6,6,77.5,121,57,94.5,388.5,40.5,82.46,11.5,90.55,1.35,0.82010582,0.31145431,1.40740741,0.8660254,-0.5,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 09:00,6.84166667,0.28506944,10.3,4.9,246.5,656.5,61,246.5,656.5,61,73.735,12.45,83.75,1.55,1,1,1,0.70710678,-0.70710678,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 10:00,11.875,0.49479167,13.1,9,380.5,800,64.5,380.5,800,64.5,66.76,13.9,79.71,1.5,1,1,1,0.5,-0.8660254,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 11:00,13.71666667,0.57152778,14.2,12.3,464.5,847,69.5,464.5,847,69.5,62.205,15.3,74.505,1.5,1,1,1,0.25881905,-0.96592583,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 12:00,13.68333333,0.57013889,14.1,13.8,494.5,862,71,494.5,862,71,60.635,15.9,72.645,1.6,1,1,1,0,-1,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 13:00,12.5,0.52083333,13,12.6,465,852,68.5,465,852,68.5,62.285,16.05,72.39,1.75,1,1,1,-0.25881905,-0.96592583,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 14:00,8.94166667,0.37256944,10.3,9.6,379.5,806.5,63,379.5,806.5,63,66.91,15.7,73.81,1.9,1,1,1,-0.5,-0.8660254,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 15:00,4.68333333,0.19513889,5,3.9,228.5,479.5,87,249.5,710,52,73.945,14.7,79.06,1.85,0.91583166,0.67535211,1.67307692,-0.70710678,-0.70710678,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 16:00,0.4,0.01666667,0,0,74.5,216.5,54,97.5,484.5,32.5,82.7,12.75,90.085,1.7,0.76410256,0.44685243,1.66153846,-0.8660254,-0.5,0.05161967,0.99866682,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 17:00,0,0,0,0,0,0,0,0,0,0,92.65,11.3,92.64,2.2,0,0,0,-0.96592583,-0.25881905,0.05161967,0.99866682,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-04 18:00,0,0,0,0,0,0,0,0,0,0,103.835,10.65,93.54,2.5,0,0,0,-1,0,0.05161967,0.99866682,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 19:00,0,0,0,0,0,0,0,0,0,0,115.295,10.1,94.735,2.5,0,0,0,-0.96592583,0.25881905,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 20:00,0,0,0,0,0,0,0,0,0,0,127.055,9.6,96.335,2.35,0,0,0,-0.8660254,0.5,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 21:00,0,0,0,0,0,0,0,0,0,0,138.835,9.2,97.495,2.2,0,0,0,-0.70710678,0.70710678,0.05161967,0.99866682,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04 22:00,0,0,0,0,0,0,0,0,0,0,150.205,8.9,98.06,2.3,0,0,0,-0.5,0.8660254,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-04 23:00,0,0,0,0,0,0,0,0,0,0,159.97,8.55,99.105,2.4,0,0,0,-0.25881905,0.96592583,0.05161967,0.99866682,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-05 00:00,0,0,0,0,0,0,0,0,0,0,164.39,8.25,99.74,2.5,0,0,0,0,1,0.06880243,0.99763031,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-05 01:00,0,0,0,0,0,0,0,0,0,0,159.785,7.95,100,2.6,0,0,0,0.25881905,0.96592583,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-05 02:00,0,0,0,0,0,0,0,0,0,0,149.96,7.7,100,2.6,0,0,0,0.5,0.8660254,0.06880243,0.99763031,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-05 03:00,0,0,0,0,0,0,0,0,0,0,138.575,7.65,98.76,2.55,0,0,0,0.70710678,0.70710678,0.06880243,0.99763031,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-05 04:00,0,0,0,0,0,0,0,0,0,0,126.78,7.5,98.13,2.45,0,0,0,0.8660254,0.5,0.06880243,0.99763031,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-05 05:00,0,0,0,0,0,0,0,0,0,0,115.025,7.4,97.52,2.4,0,0,0,0.96592583,0.25881905,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 06:00,0,0,0,0,0,0,0,0,0,0,103.56,7.3,97.07,2.3,0,0,0,1,0,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 07:00,0,0,0.8,0.8,0,0,0,0,0,0,92.405,7.55,94.655,2.4,0,0,0,0.96592583,-0.25881905,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 08:00,3.44166667,0.14340278,6.4,6.4,59.5,13,57.5,103.5,500.5,34.5,82.45,8.55,90.68,2.75,0.57487923,0.02597403,1.66666667,0.8660254,-0.5,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 09:00,7.64166667,0.31840278,10.5,5.3,151.5,21,144.5,260.5,730.5,54.5,73.7,9.65,85.715,2.8,0.5815739,0.02874743,2.65137615,0.70710678,-0.70710678,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-05 10:00,8.94166667,0.37256944,13.3,11.3,312.5,360,170.5,394,833,64,66.7,11.05,80.165,2.75,0.79314721,0.43217287,2.6640625,0.5,-0.8660254,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 11:00,10.875,0.453125,14.6,11.5,364,351.5,200,480,877,70,62.115,12.4,76.88,2.6,0.75833333,0.40079818,2.85714286,0.25881905,-0.96592583,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 12:00,10.025,0.41770833,14.5,11.1,446,606,148,511.5,893,72,60.525,13.35,75.19,2.55,0.87194526,0.67861142,2.05555556,0,-1,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 13:00,11.11666667,0.46319444,13.1,9.8,414.5,514,170,479,865,75,62.15,13.85,75.365,2.45,0.86534447,0.59421965,2.26666667,-0.25881905,-0.96592583,0.06880243,0.99763031,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-05 14:00,8.95,0.37291667,10.2,7.3,274.5,109.5,231,392,817.5,69,66.765,13.9,77.155,2.2,0.7002551,0.13394495,3.34782609,-0.5,-0.8660254,0.06880243,0.99763031,0,0,0,0,1,0,0,0,0,0,0,0,0
2006-01-05 15:00,5.16666667,0.21527778,5.1,3.8,216,306,127,258,715,57.5,73.79,13.15,84.135,1.9,0.8372093,0.42797203,2.20869565,-0.70710678,-0.70710678,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-05 16:00,0.65,0.02708333,0,0,78,93,62.5,102,481.5,36,82.55,11.4,92.615,1.85,0.76470588,0.19314642,1.73611111,-0.8660254,-0.5,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 17:00,0,0,0,0,0,0,0,0,0,0,92.51,10,97.325,2.1,0,0,0,-0.96592583,-0.25881905,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 18:00,0,0,0,0,0,0,0,0,0,0,103.685,9.35,99.825,2.1,0,0,0,-1,0,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 19:00,0,0,0,0,0,0,0,0,0,0,115.15,8.8,100,2.05,0,0,0,-0.96592583,0.25881905,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 20:00,0,0,0,0,0,0,0,0,0,0,126.905,8.45,100,1.95,0,0,0,-0.8660254,0.5,0.06880243,0.99763031,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-05 21:00,0,0,0,0,0,0,0,0,0,0,138.685,8.3,100,1.8,0,0,0,-0.70710678,0.70710678,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-05 22:00,0,0,0,0,0,0,0,0,0,0,150.055,8.2,100,1.7,0,0,0,-0.5,0.8660254,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-05 23:00,0,0,0,0,0,0,0,0,0,0,159.81,8.15,100,1.65,0,0,0,-0.25881905,0.96592583,0.06880243,0.99763031,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-01-06 00:00,0,0,0,0,0,0,0,0,0,0,164.275,8.1,100,1.65,0,0,0,0,1,0.0859648,0.99629817,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-06 01:00,0,0,0,0,0,0,0,0,0,0,159.75,8.05,100,1.85,0,0,0,0.25881905,0.96592583,0.0859648,0.99629817,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-06 02:00,0,0,0,0,0,0,0,0,0,0,149.975,8.1,100,2,0,0,0,0.5,0.8660254,0.0859648,0.99629817,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-06 03:00,0,0,0,0,0,0,0,0,0,0,138.595,8.1,99.66,1.9,0,0,0,0.70710678,0.70710678,0.0859648,0.99629817,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-01-06 04:00,0,0,0,0,0,0,0,0,0,0,126.81,8.05,99.02,1.75,0,0,0,0.8660254,0.5,0.0859648,0.99629817,0,0,0,1,0,0,0,0,0,0,0,0,0
